Restaurant Name,Category,Rating,Cost for Two (in Rupees),Area,Primary_Cuisine,Price_Category,Rating_Category
Home Plate by EatFit,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani...",3.9,160,Arekere,North Indian,Budget,Good
New Kabab Zone,"North Indian, Chinese, Biryani",3.9,250,Arekere,North Indian,Mid-Range,Good
Crown Restaurant,"Indian, Chinese",3.7,300,Arekere,Indian,Mid-Range,Good
Thakkali Kitchens,"Kerala, South Indian, Indian, Chinese",3.8,399,Arekere,Kerala,Mid-Range,Good
Ishta Cafe - Millet Pizzas,"Pizzas, Salads, Beverages, Healthy Food",3.7,400,Arekere,Pizzas,Mid-Range,Good
New Udupi Veg,"South Indian, Chinese, Chaat, North Indian",3.7,200,Arekere,South Indian,Budget,Good
GUNDU PALAV SGS NON VEG - ORIGINAL,Indian,3.4,200,Arekere,Indian,Budget,Average
Dindigul Thalappakatti,"Biryani, Barbecue, Chinese, North Indian, South Indian",3.8,650,Arekere,Biryani,Premium,Good
KFC,"American, Snacks",3.9,400,Arekere,American,Mid-Range,Good
Soup Station,"Continental, Healthy Food",3.8,300,Arekere,Continental,Mid-Range,Good
Just Shawarma,Lebanese,3.7,150,Arekere,Lebanese,Budget,Good
NAMANA GARDEN,"South Indian, North Indian",3.3,140,Arekere,South Indian,Budget,Average
Food Court By Kitchens@,"Biryani, Mughlai, Seafood, Kerala, Andhra, Chinese, North Indian, South Indian, ...",3.7,300,Arekere,Biryani,Mid-Range,Good
DESI CHOWK,"Indian, North Indian, Tandoor",3.8,299,Arekere,Indian,Mid-Range,Good
Oven Story Pizza,"Pizzas, Italian",3.7,400,Arekere,Pizzas,Mid-Range,Good
Madras Meal Company,"Chettinad, South Indian",3.9,250,Arekere,Chettinad,Mid-Range,Good
ZAZA 22 Spice Biryani,"Biryani, North Indian, Mughlai",3.4,250,Arekere,Biryani,Mid-Range,Average
Maa Reddy's Hyderabadi Biryani House,"Biryani, Indian, Andhra, Chinese, Hyderabadi, Seafood",3.4,400,Arekere,Biryani,Mid-Range,Average
Noodle King Asian Bowls,"Thai, Chinese, Pan-Asian",3.7,500,Arekere,Thai,Premium,Good
FreshMenu,"Chinese, Continental, Italian, Mediterranean, Thai, Lebanese, American, Asian, B...",3.9,250,Arekere,Chinese,Mid-Range,Good
Pizza Hut,Pizzas,3.8,350,Arekere,Pizzas,Mid-Range,Good
Maharaja Military Canteen,South Indian,3.8,350,Arekere,South Indian,Mid-Range,Good
Vishal Foods,North Indian,3.6,280,Arekere,North Indian,Mid-Range,Good
Thalassery Restaurant,"South Indian, Biryani, Kerala, North Indian, Chinese",3.9,300,Arekere,South Indian,Mid-Range,Good
Waffle Walle,"Waffle, Desserts, Ice Cream, European, American, Snacks, Beverages, Bakery",3.8,250,Arekere,Waffle,Mid-Range,Good
MOMO JUNCTION,"Fast Food, Snacks",3.5,150,Arekere,Fast Food,Budget,Average
Juicy&spicy,"Chinese, South Indian, North Indian, Fast Food, Beverages",3.8,150,Arekere,Chinese,Budget,Good
Southly Healthy,"South Indian, Healthy Food",3.7,200,Arekere,South Indian,Budget,Good
Ludos Pizza,Pizzas,3.7,300,Arekere,Pizzas,Mid-Range,Good
Buzz A Pizza-Wood Fired Pizzas,"Pizzas, Beverages, Desserts, Italian, Pastas",3.9,400,Arekere,Pizzas,Mid-Range,Good
Paratha Junction,North Indian,3.2,150,Arekere,North Indian,Budget,Average
Five Star Chicken Bilekahalli,American,3.5,100,Arekere,American,Budget,Average
Veruthe Oru Thattukada,"Biryani, Seafood, South Indian",3.9,350,Arekere,Biryani,Mid-Range,Good
Hyderabad Biryaani House,"North Indian, Chinese, Hyderabadi, Biryani, Andhra",3.9,600,Arekere,North Indian,Premium,Good
IYENGAR CAKE PALACE,"Bakery, Snacks",3.6,150,Arekere,Bakery,Budget,Good
Budapest Bake Inn,"Desserts, Ice Cream, Bakery, Beverages",3.9,250,Arekere,Desserts,Mid-Range,Good
Absolute Shawarma,Indian,3.8,250,Arekere,Indian,Mid-Range,Good
Ice Corner,"Fast Food, Ice Cream",3.7,200,Arekere,Fast Food,Budget,Good
Snack House,Street Food,3.9,300,Arekere,Street Food,Mid-Range,Good
Tikka Kebab,"Arabian, Biryani, Chinese, Grill, Kebabs, North Indian, Tandoor",3.9,300,Arekere,Arabian,Mid-Range,Good
Edesia by Freshmenu,"Desserts, Bakery, Sweets",3.7,150,Banashankari,Desserts,Budget,Good
U. K. Foods,South Indian,3.2,200,Banashankari,South Indian,Budget,Average
Pizza Hut,Pizzas,3.8,350,Banashankari,Pizzas,Mid-Range,Good
ICE CORNER,"Desserts, Beverages, Ice Cream, Juices",3.4,300,Banashankari,Desserts,Mid-Range,Average
Jalsa,"North Indian, Mughlai",3.9,1000,Banashankari,North Indian,Luxury,Good
Tandoori Knight,North Indian,3.9,400,Banashankari,North Indian,Mid-Range,Good
The Dessert Corner,"Bakery, Desserts",3.8,200,Banashankari,Bakery,Budget,Good
BOX8 - Desi Meals,"North Indian, Biryani, Fast Food, Desserts",3.9,250,Banashankari,North Indian,Mid-Range,Good
Subway,"Salads, Snacks, Desserts, Beverages",3.7,350,Banashankari,Salads,Mid-Range,Good
Punjabi Nawabi,"Chinese, Mughlai, North Indian, Punjabi",3.5,200,Banashankari,Chinese,Budget,Average
Food Court By Kitchens@,"Biryani, Mughlai, Seafood, Kerala, Andhra, Chinese, North Indian, South Indian, ...",3.6,325,Banashankari,Biryani,Mid-Range,Good
Jashn E Biryani,"Biryani, North Indian, Mughlai, Desserts",3.5,250,Banashankari,Biryani,Mid-Range,Average
FreshMenu,"Chinese, Continental, Italian, Mediterranean, Thai, Lebanese, American, Asian, B...",3.8,250,Banashankari,Chinese,Mid-Range,Good
Donne Biriyani Mane,"Biryani, Indian, South Indian, North Indian, Andhra, Hyderabadi, Singaporean, Be...",3.7,250,Banashankari,Biryani,Mid-Range,Good
Lj Iyengar bakery,Bakery,3.8,150,Banashankari,Bakery,Budget,Good
Foodizo Cafe,"Chinese, Continental, Pizzas, Pastas, Beverages, Desserts",3.6,300,Banashankari,Chinese,Mid-Range,Good
Egg Ruchi,"North Indian, Chinese",3.8,200,Banashankari,North Indian,Budget,Good
MADIKE BIRIYANI,"Biryani, Indian, Desserts",3.8,300,Banashankari,Biryani,Mid-Range,Good
IMPERIO RESTAURANT,"Biryani, Mughlai, North Indian, Tandoor, Kerala, Chinese, Seafood, Combo, Bevera...",3.7,350,Banashankari,Biryani,Mid-Range,Good
ZAZA 22 Spice Biryani,"Biryani, North Indian, Mughlai",3.9,250,Banashankari,Biryani,Mid-Range,Good
Sardarji Londonwaley,"North Indian, Punjabi, Chinese, Mughlai",3.6,200,Banashankari,North Indian,Budget,Good
Maharaja Military Canteen,South Indian,3.8,400,Banashankari,South Indian,Mid-Range,Good
Setty's Bangarpete Chats,"Chaat, Snacks",3.1,120,Banashankari,Chaat,Budget,Average
Aramane Donne Biriyani,"Biryani, South Indian",3.4,250,Banashankari,Biryani,Mid-Range,Average
Momo Monk,"Pan-Asian, Chinese",3.9,350,Banashankari,Pan-Asian,Mid-Range,Good
Chandni Chowk,"Snacks, North Indian",3.6,150,Banashankari,Snacks,Budget,Good
Andhra Meal Co,"Andhra, South Indian",3.9,250,Banashankari,Andhra,Mid-Range,Good
Kabab King,"Chinese, North Indian",3.7,500,Banashankari,Chinese,Premium,Good
Bowl Soul,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese...",3.8,250,Banashankari,Indian,Mid-Range,Good
The Momo Co.,"Chinese, Pan-Asian, Tibetan",3.9,250,Banashankari,Chinese,Mid-Range,Good
LunchBox - Meals and Thalis,"North Indian, Punjabi, Combo, Biryani, Healthy Food, Jain, Thalis, Indian, Mughl...",3.9,200,Banashankari,North Indian,Budget,Good
Paratha Envy,North Indian,3.8,249,Banashankari,North Indian,Mid-Range,Good
Kundapura Fishland,"Seafood, Indian, Combo, Biryani",3.7,400,Banashankari,Seafood,Mid-Range,Good
Green cravings,"Healthy Food, Continental, Keto, Indian, Salads",3.9,350,Banashankari,Healthy Food,Mid-Range,Good
Dal Tadkaa,"North Indian, Rajasthani, Punjabi",3.9,600,Banashankari,North Indian,Premium,Good
Big Bowl Company,"North Indian, Chinese, Biryani, Fast Food",3.9,250,Banashankari,North Indian,Mid-Range,Good
Third Wave Coffee,"Beverages, Bakery, Continental",3.9,400,Banashankari,Beverages,Mid-Range,Good
SGS Non Veg - Gundu Pulav,"Indian, Biryani, Kebabs, South Indian, Fast Food",3.6,400,Banashankari,Indian,Mid-Range,Good
Pure Veg Meals by Lunchbox,"North Indian, Desserts, Biryani",3.9,200,Banashankari,North Indian,Budget,Good
The Good Bowl,"North Indian, Punjabi, Biryani, Chinese, Beverages, Desserts, Jain, Indian, Hyde...",3.8,400,Banashankari,North Indian,Mid-Range,Good
Thalassery Restaurant,South Indian,3.2,500,Banashankari,South Indian,Premium,Average
Five Star Chicken,Chinese,3.8,200,Banashankari,Chinese,Budget,Good
Basmati Express,"Biryani, Andhra, Hyderabadi, South Indian, North Eastern, Tandoor, Beverages, De...",3.2,300,Banashankari,Biryani,Mid-Range,Average
Vinny's,"Italian, Pizzas, Pastas",3.9,800,Banashankari,Italian,Luxury,Good
Al Bek,"Indian, Chinese, Tandoor, Mughlai, Kebabs, Biryani, Arabian, North Indian, Snack...",3.9,400,Banashankari,Indian,Mid-Range,Good
MYSURU SAVIRUCHI,"South Indian, Chinese, North Indian, Beverages",3.7,200,Banashankari,South Indian,Budget,Good
Juice Shop,"Juices, Desserts, Beverages, Ice Cream",3.6,300,Banashankari,Juices,Mid-Range,Good
THE CHAATS FACTORY,Chaat,3.9,100,Banashankari,Chaat,Budget,Good
McDonald's Gourmet Burger Collection,"Burgers, Beverages, Cafe, Desserts",3.8,600,Banashankari,Burgers,Premium,Good
Vaishali Deluxe,"North Indian, South Indian",3.9,700,Banashankari,North Indian,Premium,Good
Home Plate by EatFit,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani...",3.4,200,Banashankari,North Indian,Budget,Average
MYLARI BIRIYANI FAMILY RESTAURANT,"Biryani, North Indian, Snacks, South Indian, Indian",3.8,200,Banashankari,Biryani,Budget,Good
Aligarh House,"Biryani, Mughlai, Kebabs, North Indian, Desserts, Beverages, Combo",3.5,400,Banashankari,Biryani,Mid-Range,Average
Paradise Premium,"Andhra, Asian, Biryani, Chinese, Mughlai, North Indian, Seafood, South Indian",3.9,350,Banashankari,Andhra,Mid-Range,Good
Madras Meal Company,"South Indian, Chettinad",3.7,250,Banashankari,South Indian,Mid-Range,Good
Dande's Hyderabad Biryani,"Biryani, Andhra, Hyderabadi, South Indian, North Indian, Tandoor, Beverages, Des...",3.6,350,Banashankari,Biryani,Mid-Range,Good
SHETTYS RED,South Indian,3.9,200,Banashankari,South Indian,Budget,Good
THARAVADU MALABAR BIRYANI,"Biryani, Kerala, South Indian, North Indian, Beverages, Desserts",3.3,230,Banashankari,Biryani,Mid-Range,Average
Chopstick World,"Indian, Seafood, Thai",3.8,559,Basaveshwaranagar,Indian,Premium,Good
ICE CORNER,"Desserts, Beverages, Ice Cream, Juices",3.5,200,Basaveshwaranagar,Desserts,Budget,Average
The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Desserts",3.6,250,Basaveshwaranagar,Biryani,Mid-Range,Good
Pizza Hut,Pizzas,3.8,600,Basaveshwaranagar,Pizzas,Premium,Good
Pizza palace,"Pizzas, Fast Food",3.3,100,Basaveshwaranagar,Pizzas,Budget,Average
Belgian Waffle Factory,Desserts,3.5,300,Basaveshwaranagar,Desserts,Mid-Range,Average
Hangout Cafe,"Chinese, North Indian, Beverages",3.6,300,Basaveshwaranagar,Chinese,Mid-Range,Good
Imperial Restaurant,"Chinese, South Indian, North Indian, Tandoor, Kerala, Beverages",3.9,400,Basaveshwaranagar,Chinese,Mid-Range,Good
Chaatimes,"Chaat, Beverages",3.6,150,Basaveshwaranagar,Chaat,Budget,Good
Cupcake Bliss Cakes & Desserts,"Bakery, Desserts, Beverages",3.8,200,Basaveshwaranagar,Bakery,Budget,Good
DURGASHREE SAMRUDDHI GRAND VEG,"Indian, Chinese, Beverages",3.9,300,Basaveshwaranagar,Indian,Mid-Range,Good
KABAB SQUARE FAMILY RESTAURANT,"Chinese, Indian, Beverages, Ice Cream",3.8,250,Basaveshwaranagar,Chinese,Mid-Range,Good
Juice Shop,"Juices, Beverages, Desserts, Ice Cream",3.8,150,Basaveshwaranagar,Juices,Budget,Good
Iceberg Organic Icecreams,Ice Cream,3.2,180,Basaveshwaranagar,Ice Cream,Budget,Average
Simply Chats,"Fast Food, Chaat",3.7,200,Basaveshwaranagar,Fast Food,Budget,Good
The Dessert Corner,"Bakery, Desserts, Snacks",3.5,200,Basaveshwaranagar,Bakery,Budget,Average
New Sukhi Sagar,South Indian,3.7,200,Basaveshwaranagar,South Indian,Budget,Good
Amma's Andra stlye Homely Food,"Biryani, North Indian",3.9,500,Basaveshwaranagar,Biryani,Premium,Good
Elevate58,"Chinese, Indian, Seafood, Tandoor",3.9,500,Basaveshwaranagar,Chinese,Premium,Good
TAJ BIRIYANI PARADISE,"Biryani, Barbecue, Indian, Tandoor",3.6,200,Basaveshwaranagar,Biryani,Budget,Good
The Imperial Spice,"Biryani, South Indian, North Indian, Andhra",3.1,250,Basaveshwaranagar,Biryani,Mid-Range,Average
UDUPI AHARA (VEG RESTAURANT),"South Indian, Chinese",3.6,50,Basaveshwaranagar,South Indian,Budget,Good
Cafe Coffee Day,"Beverages, Snacks, Desserts",3.8,300,Basaveshwaranagar,Beverages,Mid-Range,Good
Vayam Veg Fine Dine,"South Indian, North Indian, Biryani, Desserts, Kerala, Beverages, Hyderabadi",3.5,200,Basaveshwaranagar,South Indian,Budget,Average
AL- BEK,"Tandoor, Mughlai, Arabian, North Indian, Chinese, Biryani, Snacks",3.9,400,Basaveshwaranagar,Tandoor,Mid-Range,Good
Faasos - Wraps & Rolls,"Snacks, Beverages, Desserts, Indian",3.9,200,Basaveshwaranagar,Snacks,Budget,Good
Krishna Bakery & Sweets,Bakery,3.1,50,Basaveshwaranagar,Bakery,Budget,Average
The Good Bowl,"North Indian, Punjabi, Biryani, Chinese, Beverages, Desserts, Jain, Indian, Hyde...",3.9,400,Basaveshwaranagar,North Indian,Mid-Range,Good
Oven Story Pizza,Pizzas,3.8,400,Basaveshwaranagar,Pizzas,Mid-Range,Good
Hotel Karnataka,Indian,3.6,300,Basaveshwaranagar,Indian,Mid-Range,Good
Burger King,American,3.9,350,Battarahalli,American,Mid-Range,Good
The Momo Co.,"Chinese, Asian, Pan-Asian, Tibetan",3.2,250,Battarahalli,Chinese,Mid-Range,Average
Swathi restaurant,"Indian, Biryani, Beverages",3.5,199,Battarahalli,Indian,Budget,Average
Naidu Andhra Mess,"Andhra, Biryani, Snacks",3.3,300,Battarahalli,Andhra,Mid-Range,Average
NEW GURU NALAPAKA,"South Indian, Chinese",3.8,200,Battarahalli,South Indian,Budget,Good
Kolkata Rolls,"Chinese, Indian",3.6,200,Battarahalli,Chinese,Budget,Good
Darjeeling Momos & Fast Food,Chinese,3.9,200,Battarahalli,Chinese,Budget,Good
Reddy's Kitchen,"Andhra, South Indian, Chinese, Hyderabadi, North Indian, Biryani, Seafood, Mughl...",3.4,200,Battarahalli,Andhra,Budget,Average
Paradise Biryani,"Biryani, Kebabs, North Indian, Hyderabadi",3.6,400,Battarahalli,Biryani,Mid-Range,Good
Kapital Kitchen,"Hyderabadi, North Indian, South Indian, Coastal, Andhra, Biryani, Chinese",3.8,200,Battarahalli,Hyderabadi,Budget,Good
Chickpet Donne Biriyani Mane,"Biryani, Kebabs, North Indian",3.1,150,Battarahalli,Biryani,Budget,Average
Rolls & Bowls Company,"North Indian, Chinese, Desserts",3.8,250,Battarahalli,North Indian,Mid-Range,Good
Pizza Hut,Pizzas,3.6,300,Battarahalli,Pizzas,Mid-Range,Good
The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Desserts",3.8,250,Battarahalli,Biryani,Mid-Range,Good
Chinese Wok (Wok Express),"Chinese, Asian, Tibetan, Desserts",3.6,250,Battarahalli,Chinese,Mid-Range,Good
impes restaurant,"North Indian, Chinese, Mughlai, South Indian, Combo",3.4,250,Battarahalli,North Indian,Mid-Range,Average
Kakatiya Andhra Mess,"South Indian, North Indian, Chinese, Mughlai",3.5,300,Battarahalli,South Indian,Mid-Range,Average
Khawar - Ashe Pashe,"North Indian, Bengali",3.5,300,Battarahalli,North Indian,Mid-Range,Average
NEW MALABAR RESTAURANT,Kerala,3.7,200,Battarahalli,Kerala,Budget,Good
Itminaan Biryani - Dum Pukht,"Biryani, North Indian, Mughlai",3.5,250,Battarahalli,Biryani,Mid-Range,Average
BOX8 - Desi Meals,"North Indian, Biryani, Fast Food, Desserts",3.5,250,Battarahalli,North Indian,Mid-Range,Average
ZAZA 22 Spice Biryani,"Biryani, North Indian, Mughlai",3.2,250,Battarahalli,Biryani,Mid-Range,Average
Keventers - Milkshakes and Desserts,"Beverages, Ice Cream, Desserts, Healthy Food",3.9,300,Battarahalli,Beverages,Mid-Range,Good
New Galaxy Restaurant,"Arabian, Chinese, Indian, Biryani, Combo",3.0,400,Battarahalli,Arabian,Mid-Range,Poor
The Good Bowl,"North Indian, Punjabi, Biryani, Chinese, Beverages, Desserts, Jain, Indian, Hyde...",3.8,400,Battarahalli,North Indian,Mid-Range,Good
NEW NAIDU HOTEL,"South Indian, Biryani, Indian, Chinese",3.6,300,Battarahalli,South Indian,Mid-Range,Good
Biryani Trip,"Biryani, Hyderabadi, Indian",3.8,400,Battarahalli,Biryani,Mid-Range,Good
Andhra Gunpowder,"Andhra, Biryani, South Indian",3.8,350,Battarahalli,Andhra,Mid-Range,Good
Nandasree,"Biryani, Chinese, North Indian",3.7,500,Battarahalli,Biryani,Premium,Good
New Udupi Garden Veg,"Chaat, Chinese, Fast Food, Juices, North Indian, South Indian",3.8,200,Battarahalli,Chaat,Budget,Good
Chaatimes,"Chaat, Beverages",3.7,150,Battarahalli,Chaat,Budget,Good
Yes Yes Hotel,"Arabian, Chinese, Mughlai, North Indian",3.8,300,Battarahalli,Arabian,Mid-Range,Good
Cream & Fudge,"Ice Cream, Desserts, Beverages",3.8,200,Battarahalli,Ice Cream,Budget,Good
SRI KRISHNA SAGAR,Indian,3.9,150,Battarahalli,Indian,Budget,Good
KALLAYI FAMILY RESTAURANT,Indian,3.8,250,Battarahalli,Indian,Mid-Range,Good
Your Cafe Club,"Arabian, Beverages",3.1,200,Battarahalli,Arabian,Budget,Average
MMA Kabab & Rolls,"Arabian, Biryani, Chinese, Mughlai",3.7,200,Battarahalli,Arabian,Budget,Good
Rajdhani,"Rajasthani, Thalis, Indian",3.4,400,Battarahalli,Rajasthani,Mid-Range,Average
Momo Zone - The Momo Company,"Street Food, Snacks",3.7,150,Battarahalli,Street Food,Budget,Good
New City Kitchen,"North Indian, Chinese, Tandoor, Biryani",3.7,350,Battarahalli,North Indian,Mid-Range,Good
Big Bowl Company,"North Indian, Chinese, Biryani",3.4,250,Battarahalli,North Indian,Mid-Range,Average
Nandhana Palace,"Biryani, Andhra, South Indian, North Indian",3.9,500,Battarahalli,Biryani,Premium,Good
SRI chowdeshwari Mudde Hotel,North Indian,3.9,250,Battarahalli,North Indian,Mid-Range,Good
Donne Biryani Kuteera,"Biryani, Chinese, North Indian, South Indian",3.9,200,Battarahalli,Biryani,Budget,Good
Behrouz Biryani,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North Indian, Persian, Desserts",3.8,500,Battarahalli,Biryani,Premium,Good
Buffalo Wild WIngs,"American, Continental, Fast Food, Desserts",3.7,1200,Battarahalli,American,Luxury,Good
Oven Story Pizza,"Pizzas, Italian",3.8,400,Battarahalli,Pizzas,Mid-Range,Good
Lulus Bakery and Restaurant,"Mughlai, North Indian",3.7,250,Battarahalli,Mughlai,Mid-Range,Good
Faasos - Wraps & Rolls,"Snacks, Beverages, Desserts, Indian",3.9,200,Battarahalli,Snacks,Budget,Good
KOLKATA FAMOUS KATI ROLL LE99,Fast Food,3.9,150,Battarahalli,Fast Food,Budget,Good
Mrs Iyengar's Kitchen- Traditional Home Food,"South Indian, Jain, North Indian",3.9,200,Battarahalli,South Indian,Budget,Good
Khan Saheb Grills and Rolls,"Tandoor, Mughlai, North Indian, Kebabs",3.5,200,Battarahalli,Tandoor,Budget,Average
Kullad Cafe,"North Indian, Fast Food, Beverages",3.9,150,BTM,North Indian,Budget,Good
Bathinda Tandoor,"Punjabi, North Indian, Tandoor, Hyderabadi, Andhra, Indian",3.6,300,BTM,Punjabi,Mid-Range,Good
Madras Meal Company,"South Indian, Chettinad",3.9,350,BTM,South Indian,Mid-Range,Good
Narmadha's Hyderabad Biriyani,Indian,3.7,300,BTM,Indian,Mid-Range,Good
MY KHANA,"North Indian, Indian, Desserts, Chinese, Thalis",3.8,199,BTM,North Indian,Budget,Good
IBC ( Indian Biryani Company),"Biryani, South Indian",3.7,300,BTM,Biryani,Mid-Range,Good
Combo Plates,"Grill, Arabian, Chinese, Biryani",3.5,250,BTM,Grill,Mid-Range,Average
AB s-Absolute Barbecues,"Barbecue, Biryani, Grill, North Indian, Seafood, Mughlai, Kebabs, Pan-Asian",3.6,400,BTM,Barbecue,Mid-Range,Good
Shapana dhaba,"Chinese, North Indian, Biryani",3.5,150,BTM,Chinese,Budget,Average
Udupi Athithya,"South Indian, North Indian, Chinese, Snacks, Beverages, Chaat",3.9,130,BTM,South Indian,Budget,Good
Pizza Corner House,"Pizzas, Combo",3.5,300,BTM,Pizzas,Mid-Range,Average
Bismillah Hotel,Chinese,3.6,200,BTM,Chinese,Budget,Good
Wonton,Chinese,3.8,350,BTM,Chinese,Mid-Range,Good
Ice Cafe & Lassi Shop,Beverages,3.6,310,BTM,Beverages,Mid-Range,Good
The Firewood Pizza,"Italian, Pizzas, Pastas",3.8,350,BTM,Italian,Mid-Range,Good
Chicken County Restaurant,"Chinese, Grill, Indian, Juices, North Indian, Tandoor, Ice Cream",3.8,350,BTM,Chinese,Mid-Range,Good
DONNE BIRIYANI HOUSE,"Biryani, South Indian",3.8,300,BTM,Biryani,Mid-Range,Good
Angel Restaurant,South Indian,3.3,200,BTM,South Indian,Budget,Average
Agarwal Food Service BTM,"Combo, Thalis, Biryani, North Indian, Desserts, Snacks, Pastas, Sweets, Indian, ...",3.7,250,BTM,Combo,Mid-Range,Good
Auntie Fung's,"Asian, Chinese, Thai",3.9,600,BTM,Asian,Premium,Good
The Daily Bowl,"North Indian, South Indian",3.6,200,BTM,North Indian,Budget,Good
SRI SAPANA DHABA,"Indian, Chinese",3.2,400,BTM,Indian,Mid-Range,Average
Tasty Magic,"Arabian, Biryani, Chinese, Desserts, North Indian, South Indian",3.5,300,BTM,Arabian,Mid-Range,Average
Burger In Moon,"American, Fast Food, Beverages",3.9,200,BTM,American,Budget,Good
SABZI AUR ROTI,Indian,3.9,150,BTM,Indian,Budget,Good
chole bhatura and parathas,North Indian,3.9,150,BTM,North Indian,Budget,Good
Saltlake,"Bengali, Indian, Pizzas, Pastas, Tandoor, Chinese, Snacks",3.8,350,BTM,Bengali,Mid-Range,Good
Home Plate by EatFit,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani...",3.9,160,BTM,North Indian,Budget,Good
Karavali Family Hotel,"Seafood, Mangalorean, Coastal, Chinese, Arabian",3.2,299,BTM,Seafood,Mid-Range,Average
Chakna,"North Indian, Snacks, Desserts, Beverages",3.9,200,BTM,North Indian,Budget,Good
Kailash Parbat,"Biryani, Desserts, Jain, North Indian",3.8,300,BTM,Biryani,Mid-Range,Good
Delhi Wala Paratha,North Indian,3.1,200,BTM,North Indian,Budget,Average
Biryani Pot,"North Indian, Biryani",3.8,500,BTM,North Indian,Premium,Good
Hungry Habibi,"Arabian, Lebanese, Fast Food, Beverages, Desserts, Combo, Mediterranean",3.9,220,BTM,Arabian,Mid-Range,Good
FB Cakes,Bakery,3.8,300,BTM,Bakery,Mid-Range,Good
Thali's Station,"Thalis, North Indian",3.8,250,BTM,Thalis,Mid-Range,Good
Scooby doo Pizza ,"Pizzas, Italian",3.1,300,BTM,Pizzas,Mid-Range,Average
Royal Biryani Kitchen,"Biryani, Chinese, Tandoor, Snacks, Mughlai",3.4,250,BTM,Biryani,Mid-Range,Average
Punjabi tashan,North Indian,3.5,350,BTM,North Indian,Mid-Range,Average
Subway,"Fast Food, Salads, Snacks, Desserts, Beverages",3.9,350,Central Bangalore,Fast Food,Mid-Range,Good
The Cafe By Foodhall,"Bakery, Continental",3.8,1000,Central Bangalore,Bakery,Luxury,Good
Pastas By Pizza Hut,"Pastas, Pizzas, Italian, Fast Food, Beverages",3.3,300,Central Bangalore,Pastas,Mid-Range,Average
Goodness Grills,"Healthy Food, Continental, Keto, Indian, Salads",3.9,350,Central Bangalore,Healthy Food,Mid-Range,Good
Ciro's Pizzeria,"Pizzas, Italian, Continental, American, Desserts",3.8,600,Central Bangalore,Pizzas,Premium,Good
Maharaja Military Canteen,South Indian,3.9,400,Central Bangalore,South Indian,Mid-Range,Good
Kabab Magic,"North Indian, Chinese",3.8,400,Central Bangalore,North Indian,Mid-Range,Good
Swathi Grand,"South Indian, Chinese",3.7,200,Central Bangalore,South Indian,Budget,Good
Sundae Everyday Ice Creams,"Ice Cream, Desserts",3.8,150,Central Bangalore,Ice Cream,Budget,Good
Slurpy Shakes,"Beverages, Ice Cream, Desserts",3.0,150,Central Bangalore,Beverages,Budget,Poor
Indiana Burgers,"American, Desserts",3.6,150,Central Bangalore,American,Budget,Good
WarmOven Cakes & Desserts,"Bakery, Desserts, Beverages",3.8,200,Central Bangalore,Bakery,Budget,Good
Ketogenic Foods,"Continental, Desserts, Healthy Food",3.8,1200,Central Bangalore,Continental,Luxury,Good
Cupcake Bliss Cakes & Desserts,"Bakery, Desserts, Beverages",3.4,200,Central Bangalore,Bakery,Budget,Average
Dindigul Thalappakatti,"Biryani, Barbecue, South Indian, Chinese, North Indian",3.9,650,Central Bangalore,Biryani,Premium,Good
Anjappar,"Chettinad, Thalis, Biryani, Chinese, Tandoor, South Indian, North Indian",3.9,400,Central Bangalore,Chettinad,Mid-Range,Good
The Dessert Zone,"Bakery, Desserts, Ice Cream, Beverages",3.3,200,Central Bangalore,Bakery,Budget,Average
Royal Restaurant,"Chinese, North Indian, Tandoor , indian",3.8,300,Central Bangalore,Chinese,Mid-Range,Good
Kabab Magic Roll,Snacks,3.5,400,Central Bangalore,Snacks,Mid-Range,Average
Biggies Burger,"American, Fast Food, Beverages",3.5,300,Central Bangalore,American,Mid-Range,Average
Sriracha,"Asian, Chinese, Thai, Combo, Japanese, Indonesian, Burmese",3.9,1600,Central Bangalore,Asian,Luxury,Good
The Rice Bowl,Chinese,3.8,450,Central Bangalore,Chinese,Premium,Good
Karavali Family Restaurant,"Mangalorean, Seafood, Chinese, Coastal",3.6,200,Central Bangalore,Mangalorean,Budget,Good
Kitchens of China,"Chinese, Thai, Asian, Pan-Asian, Oriental, Desserts, Beverages",3.9,450,Central Bangalore,Chinese,Premium,Good
Easy Bites by Hotel Empire,"Snacks, Fast Food, Beverages",3.9,150,Central Bangalore,Snacks,Budget,Good
Wow! China,"Tibetan, Chinese, Asian, Snacks, Continental, Desserts, Beverages",3.8,300,Central Bangalore,Tibetan,Mid-Range,Good
Kitchens of Punjab,"Punjabi, North Indian, Thalis, Desserts, Beverages",3.7,500,Central Bangalore,Punjabi,Premium,Good
Aligarh House,"Biryani, Mughlai, Kebabs, North Indian, Desserts, Beverages, Combo",3.6,400,Central Bangalore,Biryani,Mid-Range,Good
